contract_id,invoice_date,worker_id,worker_nationality,worker_profession,client_company,client_sector,region,contract_type,contract_duration_months,purchase_order_amount_sar,worker_salary_sar,operational_cost_sar,net_profit_sar,profit_margin_pct
MP-2025-70749,18/06/2024,W-014100,Sudanese,Welder,SABIC,Petrochemical,Eastern Province,Short-Term,6,42714,20484,7038,15192,35.57
MP-2025-28596,27/08/2025,W-014102,Pakistani,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,40536,20532,16128,120,0.3
MP-2025-24409,28/12/2024,W-014103,Nepali,HVAC Technician,ROSHN,Real Estate,Riyadh,Short-Term,3,12945,7926,3216,1803,13.93
MP-2025-39750,7/3/2024,W-014104,Sri Lankan,Safety Officer,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,124896,67776,18192,38928,31.17
MP-2025-34653,21/03/2024,W-014107,Egyptian,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,75204,37464,15624,22116,29.41
MP-2024-70387,27/09/2024,W-014108,Filipino,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,7236,4101,2769,366,5.06
MP-2024-82614,24/11/2025,W-014110,Pakistani,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,76056,41040,13236,21780,28.64
MP-2024-86624,25/08/2024,W-014112,Indian,Mechanical Technician,Petro Rabigh,Petrochemical,Makkah,Short-Term,3,20616,10275,3498,6843,33.19
MP-2025-27788,30/04/2025,W-014113,Filipino,Welder,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,18618,8448,2265,7905,42.46
MP-2025-72341,18/01/2025,W-014115,Egyptian,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,31644,17448,14580,-39,-0.12
MP-2024-76999,1/11/2025,W-014117,Bangladeshi,Welder,ROSHN,Real Estate,Riyadh,Short-Term,6,29064,15444,5844,-1702,-5.86
MP-2025-19667,22/03/2025,W-014120,Bangladeshi,Welder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,88632,40248,12660,35724,40.31
MP-2024-98759,21/12/2025,W-014123,Bangladeshi,Scaffolder,Royal Commission Yanbu,Industrial,Madinah,Multi-Year,24,100104,57432,29568,13104,13.09
MP-2024-50445,29/05/2025,W-014125,Yemeni,Welder,SABIC,Petrochemical,Eastern Province,Short-Term,2,12496,5582,1902,5012,40.11
MP-2024-82479,28/06/2024,W-014128,Pakistani,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,62736,30240,9468,23028,36.71
MP-2024-53415,26/10/2024,W-014131,Indian,Scaffolder,SABIC,Petrochemical,Eastern Province,Multi-Year,24,131760,69744,31488,30528,23.17
MP-2024-14998,3/12/2025,W-014134,Yemeni,Rigger,NEOM,Mega Project,Tabuk,Annual,12,78432,40620,7944,29868,38.08
MP-2024-98230,23/04/2025,W-014137,Indian,Driver (Heavy),NWC,Water,Riyadh,Multi-Year,36,147456,89964,26424,31068,21.07
MP-2024-17022,30/05/2025,W-014139,Pakistani,QC Inspector,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,117000,60144,10596,46260,39.54
MP-2024-99049,16/04/2025,W-014141,Egyptian,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,42372,19752,5892,16728,39.48
MP-2024-58910,20/07/2024,W-014142,Pakistani,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,113346,51282,21726,40338,35.59
MP-2025-82738,19/09/2025,W-014143,Yemeni,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,1,2837,1402,950,485,17.1
MP-2024-41161,26/10/2025,W-014144,Pakistani,Safety Officer,Diriyah Company,Real Estate,Riyadh,Short-Term,3,27843,16947,3417,7479,26.86
MP-2024-41469,10/3/2025,W-014147,Bangladeshi,Welder,Petro Rabigh,Petrochemical,Makkah,Multi-Year,24,120048,69936,31296,18816,15.67
MP-2024-42055,14/10/2024,W-014149,Indian,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,15954,7528,1842,6584,41.27
MP-2024-82112,20/07/2024,W-014152,Egyptian,Driver (Heavy),Red Sea Global,Tourism Dev,Tabuk,Annual,12,80604,38556,9804,32244,40
MP-2024-80447,1/8/2025,W-014155,Nepali,Welder,NWC,Water,Riyadh,Annual,12,54744,31116,7908,15720,28.72
MP-2025-94936,12/5/2025,W-014157,Bangladeshi,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,18849,9954,2064,6831,36.24
MP-2024-69867,26/04/2024,W-014159,Pakistani,Heavy Equipment Operator,Petro Rabigh,Petrochemical,Makkah,Short-Term,6,47298,25848,4710,16740,35.39
MP-2025-20607,22/04/2024,W-014162,Egyptian,QC Inspector,Royal Commission Yanbu,Industrial,Madinah,Short-Term,3,36300,21855,3768,10677,29.41
MP-2025-54358,2/2/2025,W-014163,Filipino,Mechanical Technician,Ma'aden,Mining,Northern Borders,Short-Term,3,26487,12807,3498,10182,38.44
MP-2025-28529,11/3/2025,W-014164,Filipino,Industrial Painter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,86256,34740,11760,39756,46.09
MP-2024-58792,7/1/2025,W-014166,Indian,Welder,NEOM,Mega Project,Tabuk,Multi-Year,36,293832,122256,24660,146916,50
MP-2024-95888,22/10/2024,W-014169,Bangladeshi,Welder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,67572,33720,9648,24204,35.82
MP-2025-99125,23/04/2024,W-014170,Sudanese,Industrial Painter,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,4790,2350,820,1620,33.82
MP-2025-37159,1/3/2025,W-014172,Bangladeshi,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,44736,22632,12396,9708,21.7
MP-2024-38370,21/01/2025,W-014175,Filipino,Site Supervisor,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,23362,11918,2826,8618,36.89
MP-2024-20322,18/12/2024,W-014178,Saudi,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,116928,44820,5904,66204,56.62
MP-2025-18442,14/02/2024,W-014180,Indian,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Annual,12,34212,16188,8952,9072,26.52
MP-2025-26263,15/06/2025,W-014181,Indian,Heavy Equipment Operator,Saudi Electricity Co.,Power,Riyadh,Annual,12,99852,54960,8280,36612,36.67
MP-2025-98754,3/4/2025,W-014184,Filipino,Helper / Labourer,Diriyah Company,Real Estate,Riyadh,Annual,12,42660,21600,10368,10692,25.06
MP-2024-51382,14/06/2024,W-014185,Indian,Pipe Fitter,SABIC,Petrochemical,Eastern Province,Multi-Year,24,194064,100272,28872,64920,33.45
MP-2024-11233,19/03/2025,W-014186,Bangladeshi,QC Inspector,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,24,224568,132984,41856,49728,22.14
MP-2024-32041,2/9/2025,W-014188,Ethiopian,Industrial Painter,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,36,152928,72864,39852,40212,26.29
MP-2024-21623,10/8/2025,W-014189,Filipino,HVAC Technician,NEOM,Mega Project,Tabuk,Annual,12,90816,43836,16608,30372,33.44
MP-2024-24919,31/07/2024,W-014192,Sudanese,Instrument Technician,Saudi Electricity Co.,Power,Riyadh,Annual,12,82764,43608,9348,29808,36.02
MP-2024-65258,3/5/2024,W-014193,Indian,Safety Officer,Ma'aden,Mining,Northern Borders,Short-Term,1,9241,5837,1459,1945,21.05
MP-2024-72419,19/11/2025,W-014194,Filipino,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,39228,19224,11592,8412,21.44
MP-2024-99139,4/9/2025,W-014197,Filipino,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,82008,39888,31992,10128,12.35
MP-2025-23872,24/03/2025,W-014199,Indian,Safety Officer,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,1,10172,5499,1659,3014,29.63
MP-2025-65177,2/7/2024,W-014200,Sudanese,Document Controller,Diriyah Company,Real Estate,Riyadh,Annual,12,74112,42900,11352,19860,26.8
MP-2025-56924,21/09/2024,W-014201,Sudanese,Helper / Labourer,NEOM,Mega Project,Tabuk,Short-Term,1,3179,1488,690,1001,31.49
MP-2025-88356,13/02/2025,W-014204,Nepali,Electrician,NWC,Water,Riyadh,Short-Term,6,38526,20484,5532,12510,32.47
MP-2025-27774,6/10/2025,W-014206,Sri Lankan,Welder,Worley KSA,EPC Contractor,Eastern Province,Annual,12,87492,43032,11952,32508,37.16
MP-2024-53073,28/10/2025,W-014207,Bangladeshi,Instrument Technician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,58224,25692,5940,26592,45.67
MP-2024-25862,5/5/2025,W-014210,Pakistani,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,101808,52464,18672,30672,30.13
MP-2025-22328,5/12/2025,W-014213,Filipino,Helper / Labourer,Diriyah Company,Real Estate,Riyadh,Multi-Year,18,62406,27846,14202,20358,32.62
MP-2025-50441,15/01/2024,W-014214,Sri Lankan,Welder,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,2,11818,5348,2608,3862,32.68
MP-2024-30623,10/12/2025,W-014216,Pakistani,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,37176,17820,14112,5244,14.11
MP-2024-97596,11/6/2025,W-014218,Nepali,Site Supervisor,Saudi Electricity Co.,Power,Riyadh,Short-Term,6,67446,41448,6612,19386,28.74
MP-2024-35234,23/04/2025,W-014219,Pakistani,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,73566,30798,18558,24210,32.91
MP-2025-19973,14/11/2025,W-014220,Indian,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Annual,12,63168,32712,16716,-3316,-5.25
MP-2024-72951,26/01/2025,W-014223,Bangladeshi,Civil Foreman,NWC,Water,Riyadh,Annual,12,71604,47196,10920,13488,18.84
MP-2025-22225,5/8/2025,W-014225,Indian,Welder,Royal Commission Yanbu,Industrial,Madinah,Annual,12,60144,30084,15324,14736,24.5
MP-2025-26622,14/10/2024,W-014228,Nepali,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,74040,32640,10236,31164,42.09
MP-2025-98414,13/06/2025,W-014231,Filipino,Project Engineer,SABIC,Petrochemical,Eastern Province,Annual,12,195348,103380,15672,76296,39.06
MP-2025-14886,3/6/2025,W-014233,Egyptian,Electrician,SABIC,Petrochemical,Eastern Province,Short-Term,6,39894,17616,8154,14124,35.4
MP-2025-12729,5/4/2025,W-014235,Indian,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,115320,45216,27000,43104,37.38
MP-2025-89793,5/10/2024,W-014237,Yemeni,Driver (Heavy),SABIC,Petrochemical,Eastern Province,Annual,12,94584,41592,11592,41400,43.77
MP-2025-88766,8/4/2024,W-014239,Bangladeshi,Welder,Saudi Electricity Co.,Power,Riyadh,Multi-Year,24,109512,52968,29976,26568,24.26
MP-2024-82152,4/6/2025,W-014241,Indian,Scaffolder,SABIC,Petrochemical,Eastern Province,Annual,12,74784,34836,12444,27504,36.78
MP-2025-87207,5/7/2025,W-014244,Filipino,Mechanical Technician,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,9256,4544,975,328,3.54
MP-2025-20752,23/03/2024,W-014245,Saudi,Scaffolder,Ma'aden,Mining,Northern Borders,Annual,12,137520,70884,3792,62844,45.7
MP-2025-64897,18/03/2025,W-014248,Pakistani,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,65784,35712,8664,21408,32.54
MP-2025-44178,30/07/2025,W-014251,Nepali,Scaffolder,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,24,143352,68520,23424,51408,35.86
MP-2024-46469,27/11/2024,W-014252,Nepali,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,39984,21300,10884,671,1.68
MP-2025-33323,28/07/2025,W-014254,Indian,Helper / Labourer,NEOM,Mega Project,Tabuk,Short-Term,3,11058,5343,4107,1608,14.54
MP-2025-17300,29/11/2025,W-014255,Filipino,Driver (Heavy),Worley KSA,EPC Contractor,Eastern Province,Annual,12,54036,29292,15276,9468,17.52
MP-2024-92468,25/02/2025,W-014256,Bangladeshi,Scaffolder,SABIC,Petrochemical,Eastern Province,Annual,12,87276,38436,13836,35004,40.11
MP-2025-38932,20/01/2024,W-014259,Sudanese,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,76788,34836,13212,28740,37.43
MP-2024-10201,28/10/2024,W-014262,Sri Lankan,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,36,131508,56736,43884,1152,0.88
MP-2025-64388,30/05/2024,W-014263,Indonesian,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Short-Term,3,9624,4281,2856,2487,25.84
MP-2025-42060,26/08/2024,W-014264,Filipino,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,19170,10161,3558,5451,28.44
MP-2024-68784,13/08/2024,W-014265,Yemeni,Electrician,Petro Rabigh,Petrochemical,Makkah,Annual,12,90864,51408,11520,27936,30.74
MP-2024-61434,31/03/2025,W-014268,Pakistani,Welder,ROSHN,Real Estate,Riyadh,Multi-Year,36,213768,126072,36792,50904,23.81
MP-2025-90383,6/10/2024,W-014271,Pakistani,Scaffolder,SABIC,Petrochemical,Eastern Province,Annual,12,62136,29616,15432,17088,27.5
MP-2025-43259,29/01/2024,W-014272,Bangladeshi,Mechanical Technician,NEOM,Mega Project,Tabuk,Short-Term,3,25521,13632,3900,7989,31.3
MP-2025-88220,31/03/2025,W-014274,Indian,Welder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,66084,30384,8340,27360,41.4
MP-2024-94325,17/02/2024,W-014277,Yemeni,Helper / Labourer,Royal Commission Yanbu,Industrial,Madinah,Annual,12,36912,18168,9984,8760,23.73
MP-2025-55010,7/9/2024,W-014280,Ethiopian,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Annual,12,42480,17376,16020,9084,21.38
MP-2024-63951,16/03/2025,W-014281,Nepali,Warehouse Keeper,Red Sea Global,Tourism Dev,Tabuk,Short-Term,1,4752,2764,1400,588,12.37
MP-2024-17855,8/9/2024,W-014283,Filipino,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,36696,16164,13176,7356,20.05
MP-2025-51203,23/03/2024,W-014284,Filipino,Rigger,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,3,19998,10680,2910,6408,32.04
MP-2025-71654,4/4/2025,W-014286,Sri Lankan,Instrument Technician,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,82428,51840,14280,16308,19.78
MP-2025-62415,18/11/2025,W-014289,Yemeni,Helper / Labourer,NEOM,Mega Project,Tabuk,Short-Term,6,17658,7854,4500,5304,30.04
MP-2025-12198,23/06/2025,W-014292,Filipino,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,7804,4010,2356,1438,18.43
MP-2025-12273,19/11/2024,W-014294,Sudanese,Rigger,ROSHN,Real Estate,Riyadh,Annual,12,71652,45156,8292,1639,2.29
MP-2025-59295,3/2/2024,W-014296,Bangladeshi,Mechanical Technician,SABIC,Petrochemical,Eastern Province,Annual,12,100104,53712,14400,31992,31.96
MP-2024-44229,11/4/2025,W-014298,Yemeni,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,8631,4407,3969,255,2.95
MP-2024-39613,31/05/2025,W-014300,Nepali,Helper / Labourer,Worley KSA,EPC Contractor,Eastern Province,Annual,12,45612,20988,15540,9084,19.92
MP-2025-72792,5/11/2024,W-014301,Indian,Site Supervisor,Marafiq,Utilities,Eastern Province,Short-Term,2,14822,9052,2326,3444,23.24
MP-2025-51717,1/7/2025,W-014302,Pakistani,Project Engineer,NWC,Water,Riyadh,Annual,12,177312,122256,11088,43968,24.8
MP-2025-55053,29/09/2025,W-014305,Indian,Civil Foreman,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,18,210834,104256,19188,87390,41.45
MP-2025-78003,23/04/2024,W-014307,Bangladeshi,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Annual,12,42816,22380,9780,10656,24.89
MP-2024-81792,12/2/2024,W-014310,Indian,Pipe Fitter,NEOM,Mega Project,Tabuk,Multi-Year,36,190980,98640,39780,52560,27.52
MP-2025-30576,15/04/2024,W-014313,Filipino,Industrial Painter,Saudi Electricity Co.,Power,Riyadh,Multi-Year,18,109440,52344,13068,1988,1.82
MP-2025-35322,29/10/2024,W-014314,Ethiopian,Electrician,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,6346,3231,922,2193,34.56
MP-2024-52038,16/08/2024,W-014315,Indian,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,43908,19440,8700,1577,3.59
MP-2025-57259,20/09/2025,W-014318,Pakistani,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,45468,21648,14544,9276,20.4
MP-2025-25686,25/07/2025,W-014321,Saudi,Safety Officer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,210132,115380,4008,90744,43.18
MP-2024-91018,15/04/2024,W-014322,Bangladeshi,Welder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,82140,38700,8640,2794,3.4
MP-2024-30976,11/11/2025,W-014324,Indian,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Short-Term,6,20346,11130,4278,4938,24.27
MP-2025-93628,15/02/2025,W-014325,Nepali,Industrial Painter,ROSHN,Real Estate,Riyadh,Annual,12,57324,36552,9540,11232,19.59
MP-2024-10508,12/1/2024,W-014327,Filipino,Pipe Fitter,Royal Commission Yanbu,Industrial,Madinah,Annual,12,95220,49044,12228,33948,35.65
MP-2025-16443,21/12/2025,W-014328,Indian,Welder,NWC,Water,Riyadh,Annual,12,74556,43932,10860,19764,26.51
MP-2024-43303,14/07/2024,W-014331,Bangladeshi,Pipe Fitter,ROSHN,Real Estate,Riyadh,Short-Term,3,15660,8205,2052,5403,34.5
MP-2024-29322,8/10/2025,W-014334,Bangladeshi,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,43956,16848,9432,-3652,-8.31
MP-2025-72535,26/09/2024,W-014336,Indonesian,Industrial Painter,Bechtel KSA,EPC Contractor,Tabuk,Multi-Year,18,81648,49716,23454,8478,10.38
MP-2025-67101,5/2/2025,W-014339,Pakistani,Welder,Petro Rabigh,Petrochemical,Makkah,Short-Term,3,15207,8670,3108,3429,22.55
MP-2025-59927,21/12/2024,W-014341,Nepali,Warehouse Keeper,ROSHN,Real Estate,Riyadh,Multi-Year,18,89352,48384,12402,28566,31.97
MP-2024-87539,24/01/2024,W-014342,Ethiopian,Helper / Labourer,Petro Rabigh,Petrochemical,Makkah,Annual,12,30744,15660,15276,-192,-0.62
MP-2025-20438,14/08/2025,W-014345,Indian,Instrument Technician,SABIC,Petrochemical,Eastern Province,Short-Term,3,30135,15513,3744,10878,36.1
MP-2024-83415,21/06/2024,W-014348,Filipino,Electrician,NEOM,Mega Project,Tabuk,Annual,12,87048,37116,14376,35556,40.85
MP-2024-50321,27/03/2025,W-014349,Filipino,Civil Foreman,Petro Rabigh,Petrochemical,Makkah,Multi-Year,36,310788,168696,45540,96552,31.07
MP-2024-26527,4/11/2025,W-014352,Bangladeshi,Welder,NEOM,Mega Project,Tabuk,Multi-Year,36,278640,126144,44208,108288,38.86
MP-2025-59807,6/12/2025,W-014355,Indian,Driver (Heavy),Sadara Chemical,Petrochemical,Eastern Province,Annual,12,79044,37524,15648,25872,32.73
MP-2024-80322,2/1/2024,W-014356,Filipino,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Short-Term,6,36954,19956,7176,9822,26.58
MP-2025-73564,23/02/2025,W-014359,Bangladeshi,Welder,NWC,Water,Riyadh,Short-Term,6,31908,15300,7206,9402,29.47
MP-2025-53872,30/05/2024,W-014360,Pakistani,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,101892,44832,14184,42876,42.08
MP-2024-75922,17/12/2025,W-014363,Bangladeshi,Heavy Equipment Operator,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,7184,4070,1045,2069,28.8
MP-2024-66169,30/03/2025,W-014365,Egyptian,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Annual,12,42012,20052,10812,11148,26.54
MP-2025-56608,21/11/2024,W-014366,Egyptian,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Multi-Year,36,118800,56304,29808,32688,27.52
MP-2024-84150,30/07/2024,W-014368,Egyptian,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,7236,3604,2404,1228,16.97
MP-2024-32616,14/10/2024,W-014369,Indian,Scaffolder,NEOM,Mega Project,Tabuk,Annual,12,66912,29124,9312,28476,42.56
MP-2024-84412,5/10/2025,W-014372,Egyptian,Mechanical Technician,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,18,126468,60282,14346,51840,40.99
MP-2024-19435,7/12/2024,W-014373,Bangladeshi,Scaffolder,Royal Commission Yanbu,Industrial,Madinah,Annual,12,62640,30720,8736,23184,37.01
MP-2025-45725,2/3/2025,W-014374,Pakistani,Civil Foreman,Petro Rabigh,Petrochemical,Makkah,Short-Term,3,23763,14133,3633,5997,25.24
MP-2024-74981,19/05/2024,W-014375,Nepali,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,45300,21312,8364,15624,34.49
MP-2024-79561,23/12/2024,W-014377,Bangladeshi,QC Inspector,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,24,264456,159240,21432,83784,31.68
MP-2025-52071,26/10/2025,W-014380,Indian,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,60516,29712,9048,21756,35.95
MP-2025-33906,2/3/2025,W-014382,Indian,Safety Officer,Saudi Electricity Co.,Power,Riyadh,Annual,12,97524,54252,9780,33492,34.34
MP-2024-72979,17/12/2024,W-014383,Nepali,Driver (Heavy),Diriyah Company,Real Estate,Riyadh,Multi-Year,18,91530,51102,12618,27810,30.38
MP-2025-49182,8/4/2024,W-014385,Filipino,Pipe Fitter,SABIC,Petrochemical,Eastern Province,Short-Term,3,19362,10548,3660,5154,26.62
MP-2025-96895,7/8/2025,W-014387,Pakistani,Mechanical Technician,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,81984,47580,7968,26436,32.25
MP-2025-95018,26/12/2025,W-014388,Nepali,Electrician,Worley KSA,EPC Contractor,Eastern Province,Annual,12,79080,41928,10824,26328,33.29
MP-2024-28463,3/1/2024,W-014391,Pakistani,Safety Officer,Petro Rabigh,Petrochemical,Makkah,Annual,12,139452,76272,13104,50076,35.91
MP-2024-57178,30/08/2025,W-014393,Bangladeshi,Document Controller,Red Sea Global,Tourism Dev,Tabuk,Short-Term,3,25461,14361,3882,7218,28.35
MP-2025-41508,10/11/2025,W-014394,Sudanese,Rigger,Red Sea Global,Tourism Dev,Tabuk,Annual,12,70356,30924,12012,27420,38.97
MP-2025-43365,16/04/2024,W-014395,Pakistani,Rigger,Diriyah Company,Real Estate,Riyadh,Annual,12,55332,29424,15684,10224,18.48
MP-2024-91208,12/11/2025,W-014397,Indian,Helper / Labourer,NEOM,Mega Project,Tabuk,Multi-Year,24,101064,39168,27744,34152,33.79
MP-2025-73698,4/9/2025,W-014399,Sudanese,Electrician,Ma'aden,Mining,Northern Borders,Annual,12,70980,40380,15876,14724,20.74
MP-2025-92322,17/10/2025,W-014400,Egyptian,Industrial Painter,SABIC,Petrochemical,Eastern Province,Annual,12,76800,32232,10512,-1827,-2.38
MP-2024-42980,14/02/2025,W-014403,Ethiopian,Mechanical Technician,Diriyah Company,Real Estate,Riyadh,Short-Term,3,22419,12417,3771,6231,27.79
MP-2024-48121,7/5/2024,W-014406,Pakistani,Electrician,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,2,13208,7098,2370,3740,28.32
MP-2024-70487,27/01/2024,W-014407,Filipino,Industrial Painter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,58620,31668,15420,11532,19.67
MP-2025-14622,27/01/2025,W-014409,Filipino,Rigger,NEOM,Mega Project,Tabuk,Annual,12,80940,35904,16296,28740,35.51
MP-2024-62149,21/12/2025,W-014410,Indian,Helper / Labourer,NEOM,Mega Project,Tabuk,Annual,12,51684,20388,16116,15180,29.37
